index,Song-Name,Singer/Artists,Genre,Movie,User-Rating
258,Beparwah,"Nandini Deb, Siddharth Basrur",BollywoodDance,Munna Michael,9.0/10
259,Yaad Hai,"Ankit Tiwari, Palak Muchhal",BollywoodSad,Aiyaary,9.7/10
260,Dhayaan Chand,"Amit Trivedi, Nikhita Gandhi, Suhas Sawant, Vijay Yamla",BollywoodDance,Manmarziyaan,9.4/10
261,Aaj Zid,Arijit Singh,BollywoodSensual,Aksar 2,9.1/10
262,Hum Pyaar Hai Tumhare,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Haan Maine Bhi Pyaar Kiya,8.8/10
263,Main Hoon,Siddharth Mahadevan,BollywoodDance,Munna Michael,9.1/10
264,Swag Saha Nahi Jaye,"Neha Bhasin, Shadab Faridi, Sohail Sen",BollywoodDance,Happy Phirr Bhaag Jayegi,9.1/10
265,Chote Bade,"Ankit Tiwari, Mika Singh",BollywoodDance,Fry Day,8.7/10
266,Main Hoon Saath Tere,Arijit Singh,BollywoodRomantic,Shaadi Mein Zaroor Aana,9.7/10
267,Kabira,"Rekha Bhardwaj, Tochi Raina",BollywoodSad,Yeh Jawaani Hai Deewani,9.4/10
268,Main Kaun Hoon,Meghna Mishra,BollywoodSad,Secret Superstar,9.5/10
269,Aashiq Surrender Hua,"Amaal Mallik, Shreya Ghoshal",BollywoodDance,Badrinath Ki Dulhania,8.8/10
270,Nachan Farrate,"Kanika Kapoor, Meet Bros",BollywoodDance,All is Well,8.9/10
271,Pyar De Pyar Le,"Dev Negi, Ikka, Iulia Vantur",BollywoodDance,Genius,9.3/10
272,Do Peg Maar,Neha Kakkar,BollywoodDance,One Night Stand,8.5/10
273,Tera Noor,Jyoti Nooran,Bollywood,Tiger Zinda Hai,9.3/10
274,Jaanu,"Juggy D, Raftaar, Shivi",BollywoodDance,Behen Hogi Teri,9.2/10
275,Hamdard,Arijit Singh,BollywoodRomantic,Ek Villain,9.5/10
276,Hawa Hawai 2.0,"Kavita Krishnamurthy, Shashaa Tirupati",BollywoodDance,Tumhari Sulu,8.9/10
277,Dhoom Dhadakka,"Antara Mitra, Shahid Mallya",BollywoodDance,Namaste England,9.1/10
278,Lovely,"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,9.3/10
279,Mohabbat Nasha Hai,"Neha Kakkar, Tony Kakkar",BollywoodSad,Hate Story 4,9.4/10
280,Chal Wahan Jaate Hain,Arijit Singh,BollywoodRomantic,Heropanti,9.3/10
281,Ishq De Fanniyar,Jyotica Tangri,BollywoodRomantic,Fukrey Returns,9.6/10
282,Palat Tera Hero Idhar Hai,Arijit Singh,BollywoodDanceRomantic,Main Tera Hero,8.8/10
283,Tab Bhi Tu,Rahat Fateh Ali Khan,BollywoodSad,October,9.6/10
284,Yeh Ladka Hai Allah,"Alka Yadnik, Udit Narayan",BollywoodDance,Kabhi Khushi Kabhie Gham,9.1/10
285,Tujhe Yaad Na Meri Aayee,"Alka Yagnik, Manpreet Akhtar, Udit Narayan",BollywoodSad,Kuch Kuch Hota Hai,8.8/10
286,Jalte Diye,"Anwesshaa, Harshdeep Kaur, Shabab Sabri, Vineet Singh",BollywoodRomantic,Prem Ratan Dhan Payo,8.8/10
287,Zindagi Bana Loon,Palak Muchhal,BollywoodRomantic,Sweetiee Weds NRI,9.4/10
288,Humnava,Papon,BollywoodSad,Hamari Adhuri Kahani,9.4/10
289,Galliyan,Ankit Tiwari,BollywoodRomantic,Ek Villain,9.4/10
290,Tere Chehre Mein Woh Jaadu Hai,Kishore Kumar,BollywoodRomantic,Dharmatma,8.1/10
291,Golmaal Again Title Track,"Aditi Singh Sharma, Brijesh Shandilya",BollywoodDance,Golmaal Again,9.0/10
292,Suno Ganpati Bappa Morya,Amit Mishra,BollywoodDance,Judwaa 2,8.5/10
293,Dil Dene Ki Ruth,"Alka Yagnik, Vinod Rathod",BollywoodDance,Prem Granth,7.5/10
294,Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",BollywoodRomantic,Airlift,9.3/10
295,Tu Meri,Vishal Dadlani,BollywoodDanceRomantic,Bang bang,9.5/10
296,Baby Ko Bass Pasand Hai,"Badshah, Ishita, Shalmali Kholgade, Vishal Dadlani",BollywoodDance,Sultan,7.9/10
297,Daddy Mummy,"Devi Sri Prasad, M. M. Manasi",BollywoodDance,Bhaag Johnny,9.0/10
298,Dekha Hazaro Dafaa,"Arijit Singh, Palak Muchhal",BollywoodRomantic,Rustom,9.6/10
299,Khatar Patar,Papon,BollywoodDance,Sui Dhaaga,9.4/10
300,Tu Mera Bhai Nahi Hai,"Gandhharv Sachdeav, Raftaar",Bollywood,Fukrey Returns,9.5/10
301,Party With The Bhoothnath,Yo Yo Honey Singh,BollywoodDance,Bhoothnath Returns,9.0/10
302,Hasi,Ami Mishra,BollywoodRomanticSad,Hamari Adhuri Kahani,9.5/10
303,Good Man Di Laaltein,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Soorma,9.5/10
304,Kaabil Hoon,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Kaabil,8.8/10
305,Manali Trance,"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,The Shaukeens,9.4/10
306,Main Teri Dushman Dushman Tu,Lata Mangeshkar,BollywoodDance,Nagina,7.3/10
307,Hafiz Hafiz,Mohit Chauhan,BollywoodRomantic,Laila Majnu,9.4/10
308,Tere Jaisa Yaar Kahan,Kishore Kumar,Bollywood,Yaarana,9.1/10
309,Daryaa,"Ammy Virk, Shahid Mallya",BollywoodSad,Manmarziyaan,9.6/10
310,Chota Sa Fasana,Arijit Singh,Bollywood,Karwaan,9.7/10
311,Main Adhoora,"Aakanksha Sharma, Yasser Desai",BollywoodSad,Beiimaan Love,8.8/10
312,Aao Raja,"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Gabbar Is Back,9.1/10
313,Haseeno Ka Deewana,"Payal Dev, Raftaar",BollywoodDance,Kaabil,9.1/10
314,Swag,"Brijesh Shandaliya, Pranaay",BollywoodDance,Munna Michael,9.1/10
315,Ki Kariye Nachna Aaonda Nahin,"Hardy Sandhu, Neha Kakkar, Raftaar",BollywoodDance,Tum Bin 2,9.0/10
316,Neele Neele Ambar par,Kishore Kumar,BollywoodDance,Kalaakaar,9.3/10
317,Choli Ke Peeche Kya Hai (Female),"Alka Yagnik, Vinod Rathod",BollywoodDance,Khal Nayak,8.7/10
318,Kitna Haseen Chehra,Kumar Sanu,BollywoodRomantic,Dilwale,8.2/10
319,Girl I Need You,"Arijit Singh, Roach Killa",BollywoodRomantic,Baaghi,9.3/10
320,Sanam Teri Kasam,Ankit Tiwari,BollywoodRomantic,Sanam Teri Kasam,9.3/10
321,Kisi Din Banoongi Main,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,8.4/10
322,Laaj Sharam,"Divya Kumar, Enbee, Jasleen Royal",Bollywood,Veere Di Wedding,9.0/10
323,Badan Pe Sitaare,Sonu Nigam,BollywoodDanceRomantic,Fanney Khan,9.3/10
324,Menu Kehn De,Himesh Reshammiya,BollywoodSad,Aap Se Mausiiquii,8.9/10
325,Bekhudi,"Aditi Singh Sharma, Darshan Raval",BollywoodRomantic,Teraa Surroor,9.0/10
326,Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan",BollywoodDance,Rockstar,9.4/10
327,Balam Pichkari,"Shalmali Kholgade, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,9.1/10
328,Tinka Tinka Dil Mera,Rahat Fateh Ali Khan,BollywoodSad,Tubelight,9.4/10
329,Jaana Ve,Arijit Singh,BollywoodRomantic,Aksar 2,9.3/10
330,Shubh Din,"Keerthi Sagathia, Yotica Tangri",Bollywood,Parmanu The Story of Pokhran,9.6/10
331,The Disco Song,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan",BollywoodDance,Student of the Year,9.1/10
332,Nagada Sang Dhol,"Osman Mir, Shreya Ghoshal",BollywoodDance,Goliyon Ki Rasleela Ram-leela,9.0/10
333,Tune Mari Entriyaan,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,8.9/10
334,Ijazat,"Arijit Singh, Meet Bros",BollywoodRomanticSensual,One Night Stand,8.5/10
335,Tujhse Naaraz Nahi Zindagi,Anup Ghoshal,BollywoodSad,Masoom,9.2/10
336,Pyar Kabhi Kam Nahi Karna,"Asha Bhosle, Bappi Lahiri",BollywoodRomantic,Prem Pratigyaa,8.2/10
337,Chikni Chameli,Shreya Ghoshal,BollywoodDance,Agneepath,9.2/10
338,Zaroorat,Mustafa Zahid,BollywoodSad,Ek Villain,9.4/10
339,Bang Bang,"Benny Dayal, Neeti Mohan",BollywoodDance,Bang bang,9.3/10
340,Bulleya,Papon,BollywoodRomantic,Sultan,9.4/10
341,Barso Re,Shreya Ghoshal,BollywoodDance,Guru,9.3/10
342,Manwa Laage,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Happy New Year,9.3/10
343,The Google Song,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar",BollywoodDance,Mubarakan,9.1/10
344,Ek Mulaqat,Jubin Nautiyal,BollywoodRomanticSad,Sonali Cable,9.3/10
345,Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam",Bollywood,Kabhi Khushi Kabhie Gham,9.2/10
346,Aa Toh Sahii,"Meet Bros, Neha Kakkar",BollywoodDance,Judwaa 2,9.2/10
347,Nazm Nazm,Arko,BollywoodRomantic,Bareilly Ki Barfi,9.6/10
348,Teri Ore,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Singh Is Kinng,9.4/10
349,Toota Jo Kabhi Tara,"Atif Aslam, Sumedha Karmahe",BollywoodSad,A Flying Jatt,9.3/10
350,Say �Shava Shava�,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan",BollywoodDance,Kabhi Khushi Kabhie Gham,9.1/10
351,Sunn Raha Hai (Male),Ankit Tiwari,BollywoodSad,Aashqui 2,9.3/10
352,Tu Banja Gali Benaras Ki,Asit Tripathy,BollywoodRomantic,Shaadi Mein Zaroor Aana,9.6/10
353,Khuda Bhi,Mohit Chauhan,BollywoodRomantic,Ek Paheli Leela,9.1/10
354,Chaar Botal Vodka,Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,8.8/10
355,Chaar Botal Vodka,Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,8.8/10
356,Selfie Le Le Re,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani",BollywoodDance,Bajrangi Bhaijaan,8.8/10
357,India Wale,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani",BollywoodDance,Happy New Year,9.1/10
358,Kudi Gujarat Di,"Akasa Singh, Jasbir Jassi, Sonia Sharma",BollywoodDance,Sweetiee Weds NRI,9.3/10
359,Lag Ja Gale,Rahat Fateh Ali Khan,BollywoodRomantic,Bhoomi,9.5/10
360,O O Jaane Jaana,Kamaal khan,BollywoodDance,Pyaar Kiya To Darna Kya,9.3/10
361,Fevicol Se,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid",BollywoodDance,Dabangg 2,8.8/10
362,Tishnagi,"Dev Negi, Sunidhi Chauhan",BollywoodSensual,Tishnagi,8.8/10
363,Saiyaara,"Mohit Chauhan, Tarannum Malik",BollywoodSad,Ek Tha Tiger,9.2/10
364,Jab Mehndi Lag Lag Jaave,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Singh Saab The Great,8.7/10
365,Tu Jo Mila,K.K.,Bollywood,Bajrangi Bhaijaan,9.4/10
366,Baarish (Atif Aslam),Atif Aslam,BollywoodRomantic,Half Girlfriend,9.3/10
367,Akkad Bakkad,"Badshah, Neha Kakkar",BollywoodDance,Sanam Re,9.1/10
368,Tum Ho Toh Lagta Hai,Shaan,BollywoodRomantic,Dil Juunglee,9.7/10
369,Kya Khoob Lagti Ho,,BollywoodDance,Dharmatma,8.6/10
370,Kya Khoob Lagti Ho,"Kanchan, Mukesh",BollywoodRomantic,Dharmatma,8.6/10
371,Saturday,"Akriti Kakar, Badshah, Indeep Bakshi",BollywoodDance,Humpty Sharma Ki Dulhania,9.1/10
372,Dard Karaara,"Kumar Sanu, Sadhana Sargam",BollywoodRomantic,Dum Laga Ke Haisha,8.9/10
373,Akhiyaan Milaoon Kabhi,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,9.0/10
374,Mere Humsafar,"Mithoon, Tulsi Kumar",BollywoodSad,All is Well,9.2/10
375,Hangover,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal",BollywoodRomantic,Kick,9.1/10
376,Mind Blowing,Mika Singh,BollywoodDance,Veerey Ki Wedding,9.1/10
377,Jaaneman Aah,"Aaman Trikha, Antara Mitra",BollywoodDance,Dishoom,9.1/10
378,Dangal,Daler Mehndi,BollywoodMotivational,Dangal,9.1/10
379,Jag Ghoomeya (Female),Neha Bhasin,BollywoodRomantic,Sultan,9.1/10
380,Madamiyan,"Mamta Sharma, Mika Singh",BollywoodDance,Tevar,9.1/10
381,Hum Nahi Sudhrenge,Armaan Malik,BollywoodDance,Golmaal Again,8.8/10
382,Aye Watan Tere Liye,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodPatriotic,Karma,8.8/10
383,Tu Hai,"A.R. Rahman, Sanah Moidutty",BollywoodRomantic,Mohenjo Daro,9.4/10
384,Likhne Wale Ne Likh Dale,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Arpan,7.7/10
385,Duniya Bananewale,Mukesh,BollywoodSad,Teesri Kasam,8.4/10
386,Bum Bum Bole,Shaan,BollywoodDance,Taare Zameen Par,7.4/10
387,Hans Mat Pagli,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Toilet Ek Prem Katha,9.3/10
388,Butterfly,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan",BollywoodDance,Jab Harry Met Sejal,9.1/10
389,Nayak Nahi Khalnayak Hoon Main,"Kavita Krishnamurthy, Vinod Rathod",BollywoodDance,Khal Nayak,8.7/10
390,Saree Ke Fall Sa,"Antara Mitra, Nakash Aziz",BollywoodDance,R... Rajkumar,8.9/10
391,Galla Goriyan � Aaja Soniye,"Kanika Kapoor, Mika Singh",BollywoodDance,Baa Baa Black Sheep,9.3/10
392,Mubarakan Title Song,"Badshah, Juggy D, Sukriti Kakar, Yash Narvekar",BollywoodDance,Mubarakan,9.4/10
393,Nachdi Phira,Meghna Mishra,BollywoodSad,Secret Superstar,9.6/10
394,Maula Mere Maula,Roop Kumar Rathod,BollywoodRomantic,Anwar,9.4/10
395,Raah Mein Unse Mulaqat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Vijaypath,8.7/10
396,Resham Ka Rumaal,"Sonia Sharma, Toshi Sabri",BollywoodDance,Great Grand Masti,9.0/10
397,Twist Kamariya,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai",BollywoodDance,Bareilly Ki Bafi,9.1/10
398,Ram Chahe Leela,Bhoomi Trivedi,BollywoodDance,Ramleela,9.1/10
399,Ram Chahe Leela,Bhoomi Trivedi,BollywoodDance,Goliyon Ki Rasleela Ram-leela,9.1/10
400,Kukkad Kamaal Da,"Marianne, Nisha Mascarenhas, Shahid Mallya",BollywoodDance,Student of the Year,9.4/10
401,Aa Jao Na,"Arijit Singh, Shashwat Sachdev",BollywoodSad,Veere Di Wedding,9.4/10
402,Banjaara,"Mohammed Irfan, Shashaa Tirupati",BollywoodRomantic,Ek Villain,9.5/10
403,Radha Kaise Na Jale,"Asha Bhosle, Udit Narayan",BollywoodDanceRomantic,Lagaan,9.2/10
404,Bewajah,Himesh Reshammiya,BollywoodSad,Sanam Teri Kasam,9.3/10
405,London Thumakda,"Labh Janjua, Neha Kakkar, Sonu Kakkar",BollywoodDance,Queen,8.9/10
406,Aashiq Banaya Aapne,"Himesh Reshammiya, Shreya Ghoshal",BollywoodSensual,Aashiq Banaya Aapne,8.4/10
407,Kheench Meri Photo,"Akasa Singh, Darshan Raval, Neeti Mohan",BollywoodDance,Sanam Teri Kasam,9.0/10
408,Aayega Maza Ab Barsaat Ka,"Alka Yagnik, Babul Supriyo",BollywoodRomantic,Andaaz,8.5/10
409,Bewafa Beauty,Pawni Pandey,Bollywood,Black Mail,8.7/10
410,Birthday Bash,"Alfaaz, Yo Yo Honey Singh",BollywoodDance,Dilliwaali Zaalim Girlfriend,9.2/10
411,Jumme Ki Raat,"Mika Singh, Palak Muchhal",BollywoodDance,Kick,8.7/10
412,Jab Koi Baat Bigad Jaye,"Kumar Sanu, Sadhna Sargam",BollywoodRomantic,Jurm,9.0/10
413,Tera Hone Laga Hoon,"Alisha Chinai, Atif Aslam",BollywoodRomantic,Ajab Prem Ki Ghazab Kahani,9.4/10
414,Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,9.2/10
415,Uff,"Benny Dayal, Harshdeep Kaur",BollywoodDance,Bang bang,9.5/10
416,Sunny Sunny,Yo Yo Honey Singh,BollywoodDance,Yaariyan,8.7/10
417,Ghagra,"Rehka Bharadwaj, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,9.2/10
418,Paani Wala Dance,"Arko, Ikka, Shraddha Pandit",BollywoodDance,Kuch Kuch Locha Hai,8.4/10
419,Dola Re Dola,"K.K., Kavita Krishnamurthy, Shreya Ghoshal",BollywoodDance,Devdas,8.9/10
420,Jab Tum Chaho,"Darshan Raval, Mohammed Irfan, Palak Muchhal",BollywoodDance,Prem Ratan Dhan Payo,8.2/10
421,Tere Bina Zindagi Se Koi Shikwa To Nahin,"Kishore Kumar, Lata Mangeshkar",BollywoodSad,Aandhi,8.9/10
422,Mujhe Ek Pal Chain,"Alka Yagnik, Hariharan, Jaswinder Narula",BollywoodDance,Judaai,8.6/10
423,Kuch Iss Tarah,Arnab Dutta,BollywoodSad,1921,9.6/10
424,Gazab Ka Hai Din,"Jubin Nautiyal, Prakriti Kakkar",BollywoodRomantic,Dil Juunglee,9.7/10
425,Tu Jaane Na,Atif Aslam,BollywoodRomantic,Ajab Prem Ki Ghazab Kahani,9.4/10
426,Tumne Agar Pyar Se � Female,Alka Yagnik,BollywoodDance,Raja,8.3/10
427,Stay A Little Longer,Anushka Shahaney,BollywoodSad,Half Girlfriend,9.5/10
428,Badtameez Dil,Benny Dayal,BollywoodDance,Yeh Jawaani Hai Deewani,9.3/10
429,Chand Sifarish,"Kailash Kher, Shaan",BollywoodRomantic,Fanaa,9.2/10
430,Is Pyar Se Meri Taraf Na Dekho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Chamatkar,8.8/10
431,Aaj Unse Milna Hai,Shaan,BollywoodDanceRomantic,Prem Ratan Dhan Payo,7.9/10
432,Tere Bin Nahi Laage,Uzair Jaswal,BollywoodRomanticSad,Ek Paheli Leela,9.3/10
433,Yaar Na Miley,"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,8.9/10
434,Main Rang Sharbaton Ka,Atif Aslam,BollywoodRomantic,Phata Poster Nikhla Hero,9.4/10
435,Raazi Title Track,Arijit Singh,BollywoodMotivational,Raazi,9.4/10
436,Hum Tumhe Chahte Hai Aise,"Anand Kumar C, Kanchan, Manhar Udhas",BollywoodRomantic,Qurbani,8.2/10
437,Ittefaq Se Raat Baaki,"Jubin Nautiyal, Nikhita Gandhi",BollywoodDance,Ittefaq,9.2/10
438,Oye Oye,"Aditi Singh Sharma, Armaan Malik",BollywoodDance,Azhar,9.0/10
439,Sooraj Dooba Hai,"Adit Singh Sharma, Arijit Singh",BollywoodDance,Roy,9.3/10
440,Will You Marry me,"Divya Kumar, Jonita Gandhi",BollywoodDance,Bhoomi,8.9/10
441,Tera Hoke Rahoon,Arijit Singh,BollywoodRomantic,Behen Hogi Teri,9.6/10
442,Aa Re Pritam Pyaare,"Mamta Sharma, Sarosh Sami",BollywoodDance,Rowdy Rathore,9.2/10
443,Mehboob Mere Mehboob Mere,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Pathar Ke Sanam,7.9/10
444,Dil Mein Chhupa Loonga,"Armaan Malik, Meet Bros, Tulsi Kumar",BollywoodRomanticSensual,Wajah Tum Ho,8.6/10
445,Dance Basanti,"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,9.2/10
446,Teri Meri Prem Kahani,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Bodyguard,9.2/10
447,Lungi Dance,Yo Yo Honey Singh,BollywoodDance,Chennai Express,8.5/10
448,Jeena Jeena,Atif Aslam,BollywoodRomanticSad,Badlapur,9.3/10
449,Thare Vaaste,Divya Kumar,BollywoodPatriotic,Parmanu The Story of Pokhran,9.6/10
450,Maine Socha Ke Chura Loon,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Phir Se,9.6/10
451,Mar Gaye,"Manj Musik, Nindy Kaur",BollywoodDance,Beiimaan Love,9.4/10
452,Cutiepie,"Nakash Aziz, Pardeep Singh Sran",BollywoodDance,Ae Dil Hai Mushkil,9.1/10
453,Lipstick Laga Ke,"Payal Dev, Shaan",BollywoodDance,Great Grand Masti,9.2/10
454,Laila,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan",BollywoodDance,Shootout at Wadala,8.8/10
455,Tu Mera Hero,"Mika, Shefali Alvaris",BollywoodDance,Desi Boyz,9.1/10
456,A Flying Jatt,"Mansheel Gujral, Raftaar, Tanishkaa",BollywoodDance,A Flying Jatt,8.2/10
457,World Dance Medley,"K.K., Neeti Mohan, Shankar Mahadevan, Sukhwinder Singh, Vishal Dadlani",BollywoodDanceRomantic,Happy New Year,9.4/10
458,Qayamat,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Deewane,8.6/10
459,Matargashti,Mohit Chauhan,BollywoodDance,Tamasha,9.2/10
460,Pehla Nasha Once Again,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Yoodlee film � Kuchh Bheege Alfaaz,9.5/10
461,Raj Karega Khalsa,"Daler Mehndi, Navraj Hans",BollywoodMotivational,A Flying Jatt,8.4/10
462,Punjabi Wedding Song,"Benny Dayal, Sunidhi Chauhan",BollywoodDance,Hasee Toh Phasee,9.3/10
463,Rabba Ishq Na Hove,"Alka Yagnik, Kailash Kher, Sapna Mukherjee, Sonu Nigam",BollywoodSad,Andaaz,7.9/10
464,Tumhi Ho Bandhu,"Kavita Seth, Neeraj Shridhar",BollywoodDance,Cocktail,9.2/10
465,Saans,"Mohit Chauhan, Shreya Ghoshal",BollywoodRomantic,Jab Tak Hai Jaan,9.1/10
466,Besharmi Ki Height,"Benny Dayal, Shalmali Kholgade",BollywoodDance,Main Tera Hero,9.2/10
467,Mere Rashke Qamar,Tulsi Kumar,BollywoodDanceSad,Baadshaho,9.1/10
468,Besabriyaan,Armaan Malik,Bollywood,M.S. Dhoni,9.5/10
469,Tu Hai Ki Nahin,Ankit Tiwari,BollywoodSad,Roy,9.4/10
470,Aaj Ki Party,Mika Singh,BollywoodDance,Bajrangi Bhaijaan,8.8/10
471,Saaton Janam Main Tere,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dilwale,8.3/10
472,Allah Kare Dil Na Lage,"Alka Yagnik, Sonu Nigam",BollywoodRomantic,Andaaz,8.4/10
473,Ye Jo Teri Paylon Ki,"Abhijeet, Sadhana Sargam",BollywoodDance,Masoom,9.0/10
474,Tum,Atif Aslam,BollywoodRomantic,Laila Majnu,9.7/10
475,Radha Nachegi,"Danish Sabri, Ritu Pathak, Shabab Sabri",BollywoodDance,Tevar,8.7/10
476,Itni Si Baat Hai,"Antara Mitra, Arijit Singh",BollywoodRomantic,Azhar,9.5/10
477,Laagi Na Choote,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,A Gentleman,9.3/10
478,Sab Tera,"Armaan Malik, Shraddha Kapoor",BollywoodRomantic,Baaghi,9.3/10
479,Mashallah,"Shreya Ghoshal, Wajid",BollywoodDance,Ek Tha Tiger,9.2/10
480,Taaron Ka Chamakta,"Bali Brahambhatt, Udit Narayan",BollywoodDance,Hum Tumhare Hain Sanam,8.5/10
481,Sau Tarah Ke,"Amit Mishra, Jonita Gandhi",BollywoodDance,Dishoom,9.3/10
482,Gulabi Aankhen,Mohammed Rafi,BollywoodDanceRomantic,The Train,9.3/10
483,Gulaabo,"Anusha Mani, Vishal Dadlani",BollywoodDance,Shaandaar,9.2/10
484,Ya Ali,Zubeen Garg,BollywoodSad,Gangster,9.2/10
485,Lahu Munh Lag Gaya,Shail Hada,BollywoodDance,Goliyon Ki Rasleela Ram-leela,9.2/10
486,Yeh Kasoor Mera Hai,Sonu Kakkar,BollywoodRomanticSadSensual,Jism 2,7.8/10
487,Shanivaar Raati,"Arijit Singh, Shalmali Kholgade",BollywoodDance,Main Tera Hero,8.8/10
488,Tere Dil Mein,Armaan Malik,BollywoodSad,Commando 2,9.4/10
489,Jab Haal E Dil Tumse Kehne Ko,Alka Yagnik,BollywoodDance,Salaami,8.7/10
490,Tattad Tattad,Aditya Narayan,BollywoodDance,Goliyon Ki Rasleela Ram-leela,9.0/10
491,Mohe Rang Do Laal,"Pandit Birju Maharaj, Shreya Ghoshal",BollywoodRomantic,Bajirao Mastani,9.4/10
492,Ek Haseena Thi,"Himesh Reshammiya, Shreya Ghoshal",BollywoodDance,Karzzzz,8.7/10
493,Kahin Pyaar Na Ho Jaye,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Kahin Pyaar Na Ho Jaye,8.4/10
494,Ek Do Teen,Alka Yagnik,BollywoodDance,Tezaab,8.7/10
495,Maahi Ve,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan",BollywoodDance,Kal Ho Naa Ho,9.5/10
496,Tere Mere,Armaan Malik,BollywoodSad,Chef,9.7/10
497,Allah Maaf Kare,"Shilpa Rao, Sonu Nigam",BollywoodDanceRomantic,Desi Boyz,9.3/10
498,Le Le Maza Le,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello",BollywoodDance,Wanted,9.0/10
499,Jaa Sajna Tujhko Bhula,"Alka Yagnik, Udit Narayan",BollywoodSad,Raja,8.0/10
500,Nazar Se Nazar Mile,Rahat Fateh Ali Khan,BollywoodRomantic,Bollywood HeightsMiley Naa Miley Hum,9.2/10
501,Gandi Baat,"Kalpana Patowary, Mika Singh",BollywoodDance,R... Rajkumar,8.6/10
502,Sarphiri,"Babul Supriyo, Shreya Ghoshal",BollywoodRomantic,Laila Majnu,9.6/10
503,Mere Sapno Ki Rani,Kishore Kumar,BollywoodDanceRomantic,Aradhana,9.1/10
504,Dum Dum,"Benny Dayal, Himani Kapoor",BollywoodDance,Band Baaja Baaraat,9.3/10
505,Sari Duniya Ka Boj,Shabbir Kumar,BollywoodDance,Coolie,7.9/10
506,Pink Lips,"Anjjan, Khushhboo Grewal, Meet Bros",BollywoodDance,Hate Story 2,8.7/10
507,Pee Loon,Mohit Chauhan,BollywoodRomance,Once Upon A Time In Mumbai,9.3/10
508,Khali Khali Dil,"Armaan Malik, Payal Dev",BollywoodRomantic,Tera Intezaar,9.0/10
509,Hare Krishna Hare Ram,"Armaan Malik, Ritika",BollywoodDance,Commando 2,8.8/10
510,Single Rehne De,"Divya Kumar, Shalmali Kholgade",BollywoodDance,Simran,9.0/10
511,Jhak Maar Ke,"Harshdeep Kaur, Neeraj Shridhar",BollywoodDance,Desi Boyz,9.3/10
512,Naa Jaane,"Anushka Manchanda, Neeraj Shridhar",BollywoodDance,I Me Aur Main,9.3/10
